tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1884310251853496473',"RT @ChrisMurphyCT: Don’t believe these people. 

In Connecticut, the Head Start reimbursement system IS shut down. Preschools cannot pay staff and will need to start laying off staff very soon and sending little kids home.",en,Retweet,705,14162,3995,1724,1441976,2025-01-28 13:39:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884241204524769720',"RT @RepDonBeyer: Russ Vought devised these illegal holds on funding for disaster relief, medical research, student aid, child care, and nutrition, as well as purges of the federal workforce.

If confirmed as OMB Director he’ll keep this up for four years.

The Senate should reject his nomination.",en,Retweet,129,7855,2574,392,345574,2025-01-28 09:04:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884295622116933923',RT @SeanCasten: If you are a Senator right now confirming ANY Trump nominee who will not unambiguously defend their oath to the Constitution even if that means standing up to Trump you are completely misunderstanding the risk of this moment.,en,Retweet,112,11593,2288,467,443618,2025-01-28 12:40:59,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,
'1884282934666092650',"RT @JStein_WaPo: UPDATE: Numerous sources now ARE reporting problems with the Medicaid payment system, per @ddiamond. More TK",en,Retweet,278,3361,971,283,7253318,2025-01-28 11:50:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1884332610144592222',Trump shut off Medicaid.,en,Tweet,2466,84077,10757,19801,9786852,2025-01-28 15:07:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884328528084361563',"Trump is holding all the nation’s hospitals and vital services hostage to seize power from Congress and hand it over to billionaires.

We must state the truth: this is a constitutional crisis. It’s a massive, illegal power grab that the House and Senate have a sworn duty to stop.",en,Tweet,2236,91370,17617,10762,4003640,2025-01-28 14:51:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1883977166372872322',RT @noe1le: We’re conditioning your state’s aid because Republicans lost 3 seats is about as explicit it gets.,en,Retweet,722,19661,3128,357,795288,2025-01-27 15:35:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884297145123226099',"41% of all births in the US are covered by Medicaid.

Overnight, Republicans are destroying healthcare for millions of Americans - and it isn’t just Trump. 

Republican majorities in the House and the Senate are backing this illegal sabotage.

They are ALL in on it. Every one.",en,Tweet,2302,71903,13353,6849,4646552,2025-01-28 12:47:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884012825993175551',"RT @molly0xFFF: The people now in charge of the Office of Personnel Management apparently don’t know how to scrub PDF metadata, and have exposed the original authors of the guidance they’re publishing. Two, Noah Peters and James Sherk, have links to the Heritage Foundation and Project 2025.",en,Retweet,8629,57466,11938,874,3490552,2025-01-27 17:57:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1883617048011669887',"To “punish” Colombia, Trump is about to make every American pay even more for coffee.

Remember: *WE* pay the tariffs, not Colombia.

Trump is all about making inflation WORSE for working class Americans, not better. He’s lining the pockets of himself and the billionaire class.",en,Tweet,3627,87345,15202,63569,23864575,2025-01-26 15:44:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1882178689250853176',"RT @ReichlinMelnick: Leaked documents from the Trump admin show that ICE wants four new detention centers with 10,000 beds each, and fourteen smaller facilities with 700-1,000 beds each.

That would likely mean tens of billions in taxpayer funds sent to private prison companies. They are salivating. https://t.co/Fyaj8DI8Yu",en,Retweet,1283,13996,6614,2550,1211977,2025-01-22 16:29:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gh7XPZuXoAADzb_.png
'1882590252466090043',"RT @abreezeclayton: A big thank you to @AOC &amp; @votesaveamerica for these. KNOW YOUR RIGHTS, RURAL NORTH CAROLINA! ICE cannot come in without a warrant. ASK FOR ONE. ⬇️⬇️⬇️ https://t.co/DYehWQeSwN",en,Retweet,175,2381,1027,1247,354709,2025-01-23 19:44:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GiBN2xJW4AAgTUu.jpg,https://pbs.twimg.com/media/GiBN2xKXAAA3KHd.jpg"
'1882158623146536983',"RT @cspan: Rep. @AOC on during Laken Riley Act debate: ""When a private prison camp opens in your town and they say, 'we didn't know this was going to happen,' know that they did and they voted for it."" https://t.co/fim0j9FK0F",en,Retweet,535,8045,1999,1594,1930853,2025-01-22 15:09:19,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1882158291926622208/vid/avc1/1280x720/chP08feQB2_Z1ljH.mp4?tag=14
'1882511188363444722',"RT @Acyn: Velázquez: Donald Trump did not care a bit about safer communities when he released those who were convicted of beating the shit out of police officers. So, don’t come to us and talk about security and safer communities when you do that https://t.co/6uW2vhd2xh",en,Retweet,4479,91340,17711,8321,4462671,2025-01-23 14:30:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1882511086978547712/vid/avc1/1280x720/G3LvYuP4yoC0W041.mp4?tag=16
'1882439331606147351',"RT @jonstewart: New pod w @AOC 
Not much going on but we find stuff to talk about…",en,Retweet,698,8283,647,1825,830231,2025-01-23 09:44:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1882118532793581846',"RT @weeklyshowpod: Jon Stewart and @AOC talk Trump's inauguration and the future of the Democratic Party.  

New episode out TOMORROW! https://t.co/VZe5NIZ4qb",en,Retweet,457,3970,426,468,365593,2025-01-22 12:30:00,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1882116870012035072/vid/avc1/1280x720/PyVu6NIoJ3pLz-FK.mp4?tag=14
'1882199629716144635',"RT @dylanotes: Rep. @AOC showing how to lead:

“When a private prison camp opens in your town… when a Dreamer is disappeared from your classroom, when the President of the United States destroys what’s left of the Constitution… they will all say ‘we didn’t know this was coming’… they did.”",en,Retweet,1211,34771,6641,3853,1337445,2025-01-22 17:52:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1882154220050161851',"RT @atrupar: AOC: ""I want folks at home to look at what members of Congress are invested in private prisons companies, and look at the votes on this bill. It is atrocious that people are lining their pockets with private prison profits in the name of a horrific tragedy."" https://t.co/8hm5j40SKc",en,Retweet,2186,47004,8171,1776,3513746,2025-01-22 14:51:49,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>",,,video,https://video.twimg.com/amplify_video/1882154167268974592/vid/avc1/1280x720/PQY7li8KvLGJs_tS.mp4?tag=14
'1882158448244330832',"GEO Group is the nation’s largest private prison company.

Look for the members of Congress who either buy their stock or take their money and vote YES on this bill. They are not voting for you - they’re voting to enrich themselves.

It’s corruption in plain sight.",en,Tweet,959,27726,7439,4157,1631300,2025-01-22 15:08:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1882153802687729690',"RT @PabloReports: NOW: @AOC rightly notes
that the Laken Riley Act us a huge handout to private prison companies by mandating mass detention for minor offenses.",en,Retweet,166,5810,956,602,348434,2025-01-22 14:50:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1881902173296160838',"RT @Acyn: AOC: Elon Musk can do whatever he wants behind the presidential seal, but in this country we hate Nazis. Two of the foundational things in American history are that we beat the confederates and we beat the Nazis. https://t.co/dBlK9W4Jpv",en,Retweet,3520,88919,11400,19760,5363620,2025-01-21 22:10:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1881902055943483392/vid/avc1/720x1104/hSdpuiZHtRaL_F-F.mp4?tag=16
'1881735274591576182',RT @RepMcGovern: Donald Trump just pardoned the guy wearing a Camp Auschwitz sweatshirt. https://t.co/noXNyUPdyb,en,Retweet,1526,33986,7476,3857,2052557,2025-01-21 11:07:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/Gh1EKmaW4AEJtgn.jpg,https://pbs.twimg.com/media/Gh1EK5CWYAEGDPP.jpg"
'1881906596160421957',What about the guy who did a Nazi salute behind the presidential seal?,en,Tweet,4451,317597,23908,23694,16906643,2025-01-21 22:27:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1881882593131688422',"RT @RepAOC: SHARE WIDELY. KNOW YOUR RIGHTS. 
With mass deportations starting today across the country, it is vitally important - for both citizens and non-citizens - to know your rights. 

You do NOT have to speak to ICE without a JUDICIAL warrant. (1/3) https://t.co/SiYHGIkumK",en,Retweet,2238,19540,10229,7366,1706194,2025-01-21 20:52:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gh3KPntXMAAw64J.jpg,https://pbs.twimg.com/media/Gh3KPnuXEAA9EUn.jpg,https://pbs.twimg.com/media/Gh3KPntXMAEDb9O.jpg"
'1881493371900113227',"Just to be clear, you are defending a Heil Hitler salute that was performed and repeated for emphasis and clarity.

People can officially stop listening to you as any sort of reputable source of information now. You work for them. Thank you for making that crystal clear to all.",en,Tweet,9507,357318,41807,64266,40308136,2025-01-20 19:05:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1881372233345773829',"RT @Timodc: Row 1 of the inauguration: The richest men in America who own all of the communications platforms. 

Row 2: The cabinet.",en,Retweet,2519,88437,10918,1917,3087099,2025-01-20 11:04:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1881164734692798591',"Oh, are you triggered? Cry more.",en,Tweet,9442,456549,30191,26651,17395407,2025-01-19 21:19:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1880835084212924459',RT @trouble_man90: Start a fire&gt; put it out &gt; take credit for putting it out. I’m glad we all see this coming a mile away https://t.co/Z7bj2Sp3d3,en,Retweet,3299,92827,23758,1290,2621585,2025-01-18 23:30:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GhoRigRWkAAev-5.jpg
'1878918377777062027',"RT @RepPettersen: Today marks the first day I am unable to fly to DC for votes due to travel restrictions ahead of my due date.

It shouldn't be this way. Congress must pass my bipartisan resolution to allow Members who are new parents to vote remotely. https://t.co/VyTcYpNhqS",en,Retweet,666,34669,2462,5424,3590073,2025-01-13 16:33:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GhNBjluXgAAEq6k.jpg
'1879231942409019698',"RT @Acyn: AOC: Republicans who have voted against consistently against the violence against women act, who have taken away the rights of all women to choose and have control over their own body, now wants to pretend today that they care about women. https://t.co/7FRqELTrjV",en,Retweet,716,21105,3595,2478,801282,2025-01-14 13:19:44,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>",,,video,https://video.twimg.com/amplify_video/1879231895801843712/vid/avc1/1280x720/0TKP08sDM_rwZwL1.mp4?tag=14
'1879228470900765057',"RT @cspan: .@RepAOC @AOC: ""Bigoted folks love this bill. Assaulters love this bill. But also, CEOs love this bill because Los Angeles is on fire right now and this is the number one priority this majority has."" https://t.co/AJdnJImc9m",en,Retweet,383,7104,1331,1535,827061,2025-01-14 13:05:56,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1879227923057500160/vid/avc1/1280x720/sVrDqJs_WiceF3CI.mp4?tag=14
'1878129678935806026',"RT @OliverHidWoh: .@AOC has raised over $90,000 in the past 24 hours for those impacted by the LA wildfires. 

Thanks to everyone who has chipped in so far. If you're able to support, here's a link that goes 100% to organizations on the ground:
https://t.co/G8xigM2atO https://t.co/L5JVnMYN0W",en,Retweet,45,3053,612,527,384656,2025-01-11 12:19:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://secure.actblue.com/donate/aoc-la,photo,"https://pbs.twimg.com/media/GhB0_P7WkAA3Spv.jpg,https://pbs.twimg.com/media/GhB0_P7WMAAquKV.jpg"
'1870891432812388588',"RT @amazonteamsters: .@AOC rolls up to the Amazon Teamsters strike at DBK4 in Queens, New York! Join us on the picket line to show your support for these heroic workers!

 #MakeAmazonDeliver #1u #Teamsters https://t.co/fOo3iWA3EA",en,Retweet,37,2237,482,1289,387569,2024-12-22 12:57:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#MakeAmazonDeliver,#1u,#Teamsters",,photo,https://pbs.twimg.com/media/Gfa91sCXMAAMuN0.jpg
'1870904942040650093',"RT @OliverHidWoh: This morning, @AOC joined striking Amazon Teamsters in solidarity at the picket line in Queens. 

The workers are striking until Amazon comes to the table to negotiate a fair contract. https://t.co/3UX9JVcfV4",en,Retweet,80,5508,826,691,471844,2024-12-22 13:51:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,"https://video.twimg.com/ext_tw_video/1870904911749120000/pu/vid/avc1/360x640/o_1Wiwz73DyQ4u9q.mp4?tag=12,,"
'1870186813035311601',How about the House add campaign finance reform to the CR so Republicans and Democrats alike can stop being so scared about what a billionaire man-child thinks before they vote on anything around here,en,Tweet,835,54546,8746,11744,2948406,2024-12-20 14:17:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1870167498987057209',What a mess. Welcome to Republican governance!,en,Tweet,559,26117,3143,6238,2031014,2024-12-20 13:00:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1869865886380658808',They’re cutting healthcare to kids because Elon gets his money from Defense contracts so they’ll never touch the military budget.,en,Tweet,1972,77886,14213,13578,4594531,2024-12-19 17:02:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1869733016580526406',"Republicans are trying to shut down the government because they want to set up massive tax cuts for the rich next year while cutting Social Security and Medicare.

They know Americans don’t support that, so they’re holding the entire government hostage to try to force it.

No.",en,Tweet,1240,62735,12205,30753,4116420,2024-12-19 08:14:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1869518123252273391',Damn you know it’s bad when even Trump is feeling bad for me 😂 https://t.co/PWF6LV7PVV,en,Tweet,6037,235631,10339,13013,11275525,2024-12-18 18:00:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GfHc01ZWoAEcoI9.jpg
'1865772532319871206',"RT @ZaleskiLuke: Pin this. DOGE is trying to cut $2 trillion 
Meanwhile they’re gonna take $4 trillion",en,Retweet,725,10098,2841,868,1123861,2024-12-08 09:56:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1865849545743355959',RT @SashaReneePerez: Trump talking casually about violating the Constitution and deporting legal US citizens… this should be on the front page of every newspaper in the country.,en,Retweet,611,22220,5696,2742,1446431,2024-12-08 15:02:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1864786489273426342',"RT @RepCasar: I'm honored to be elected as the new Chair of @USProgressives!

Building on @RepJayapal's legacy, we’re making sure the Democrats fight back against the billionaires, special interests, and Republican frauds in Congress. https://t.co/s3Fj76VtJn",en,Retweet,83,3555,598,781,539171,2024-12-05 16:38:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GeEMeaWWIAAl9nH.jpg
'1865071249950470445',RT @BharatRamamurti: The agency that’s sending $2 billion back to people after they got scammed is the agency leading Republicans want to “delete.”,en,Retweet,248,6605,2007,203,783181,2024-12-06 11:30:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1864792353166250177',"They receive $0 in taxpayer funds.

Meanwhile, y’all are proposing defunding Veteran’s healthcare, Medicare, and Social Security when you think no one is watching.

Doesn’t get lower than gutting some of the only lifelines left for veterans, seniors, widows, and the disabled.",en,Tweet,907,44609,7136,9361,4314317,2024-12-05 17:01:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1864669221235609961',"RT @JakeSherman: Senior Republican aide on DOGE

“Two people who know nothing about how the government works pretending they can cut a trillion dollars, both with decent pulpits to preach from, and the ear of an unpredictable president? Disaster. The only good thing is that at some point they’ll overpromise and get bounced by Trump. But until then … disaster.”",en,Retweet,666,10353,2098,4167,2825118,2024-12-05 08:52:40,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,
'1863606601900310589',Just hit a million on bluey 😎,en,Tweet,286,14938,502,6500,2144367,2024-12-02 10:30:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1861086479327322308',"RT @BernieSanders: If the Democratic Party is to become a democratic party, the first job of a new DNC Chair is to get super-PAC money out of Democratic primaries.

AIPAC and other billionaire-funded super-PACS cannot be allowed to select Democratic candidates.",en,Retweet,1363,54594,7037,2668,1749511,2024-11-25 11:36:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1861157530178670862',"Happy Thanksgiving week, everyone.
We've been spending the last few days addressing food insecurity across NYC.

Shout out to our supporters, small-dollar donors, &amp; volunteers who make this happen and help us support similar efforts across the country.

I’m grateful ♥️ Thank you. https://t.co/w8B62cATDJ",en,Tweet,156,6735,916,1771,502321,2024-11-25 16:18:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1861157268709928961/vid/avc1/1920x1080/O4Ih_YEBpvu7vyj6.mp4?tag=16
'1859703680032747911',"RT @UAW: It's an old trick the billionaires play. Time and time again the wealthy try to distract and divide the masses—by race, gender, and nationality—so that they can walk away with all the loot. 
Knock out discrimination. Labor can do it! 
#StandUpUAW https://t.co/s8JgxPX580",en,Retweet,130,3454,855,436,362651,2024-11-21 16:01:23,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",#StandUpUAW,,photo,https://pbs.twimg.com/media/Gc7-pFLWAAAu6Ap.jpg
'1859816074801446982',"This is good, actually. She barely shows up and doesn’t do the reading.

To borrow a phrase I saw elsewhere, it’s like giving someone an unplugged controller.",en,Tweet,3534,151702,9064,4893,7565162,2024-11-21 23:28:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859819235591192616',"Absolutely dying at those two now getting assigned the “privilege” of “working” with MTG. That is actually hilarious. Enjoy, fellas! Very prestigious post you have there 💀",en,Reply,205,20563,712,1196,543898,2024-11-21 23:40:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859816074801446982',"This is good, actually. She barely shows up and doesn’t do the reading.

To borrow a phrase I saw elsewhere, it’s like giving someone an unplugged controller.",en,Tweet,3534,151702,9064,4893,7565162,2024-11-21 23:28:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859591216863596989',"Women know that men don’t scheme to “dress like girls” to assault them. 

They do it every day in broad daylight. And the ones in power protect each other to keep it quiet. 

Just ask the House Ethics Committee. Or the President-elect of the United States. 

Leave women alone.",en,Tweet,6719,124382,19012,16526,8292026,2024-11-21 08:34:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859419428129005647',Thank you @SenSanders for leading this effort to block further offensive weapons to the Israeli government and to every one of these 18 Senators for affirming that the United States must uphold its own laws and commitments to international human rights.,en,Tweet,396,16271,1464,2087,3058414,2024-11-20 21:11:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1859410560577597656',"RT @KevinFreyTV: Rep. @AOC on Rep. Mace's transgender bathroom measure:

""They're doing this so that Nancy Mace can ... fundraise off an email. They're not doing this to protect people. They're endangering women, they're endangering girls of all kinds. And everybody should reject it. It's gross."" https://t.co/qxenQsQpQs",en,Retweet,1142,22312,3313,2052,2912497,2024-11-20 20:36:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1859408905182322689/pu/vid/avc1/1280x720/wVPM9Ln6uSymIxJH.mp4?tag=12
'1858671704718868652',"RT @SarahEMcBride: Every day Americans go to work with people who have life journeys different than their own and engage with them respectfully, I hope members of Congress can muster that same kindness.",en,Retweet,468,28531,2852,10170,5274043,2024-11-18 19:40:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1858530814666903675',RT @theintercept: Here's how AIPAC shapes Washington: https://t.co/YsNwOBmc7o,en,Retweet,111,1315,284,238,466498,2024-11-18 10:20:50,"<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,https://interc.pt/3YE465D,,
'1858306026455314691',"RT @MarkPocan: In how many ads did you advocate for your position on Israel, @AIPAC? Any?

Oh yeah, that’s right, you’re a right-wing Trojan horse group. Busted. 

If you were so confident of your positions, you would advertise them. Not just use GOP money to try to buy Dem primaries.

@AOC",en,Retweet,73,2456,415,236,618770,2024-11-17 19:27:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1858275868336152645',If people want to talk about members of Congress being overly influenced by a special interest group pushing a wildly unpopular agenda that pushes voters away from Democrats then they should be discussing AIPAC,en,Tweet,3025,59133,8095,7818,11239917,2024-11-17 17:27:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1858159560957018423',RT @jeremyslevin: Weird to have a whole discourse about “special interest groups” that completely leaves out corporate and industry lobbies—by far the most influential “groups” in the Democratic Party.,en,Retweet,242,4433,627,188,5150621,2024-11-17 09:45:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1857841077719372194',"There is a disease in Washington of Democrats who spend more time listening to the donor class than working people.

If you want to know the seed of the party’s political crisis, that’s it.

The DNC needs an organizer who gets people. Not someone who sends fish heads in the mail",en,Tweet,766,19435,2525,4010,3171109,2024-11-16 12:40:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1857921630951059690',"@paulg Lots of assumptions and stereotypes out there and not a lot of evidence.

My staff consists of local members of our community and we train in long-tested organizing practices and principles. I outran the top of the ticket and my primary election vote share has only gone up, too.",en,Reply,18,726,27,149,75200,2024-11-16 18:00:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1857845792267985073',"A lot of people want to bring Obama-era insiders back for party building purposes.

While those folks ran successful presidential campaigns, they also oversaw some of the largest downballot losses in modern times.

Party building is different. Look to people w/ recent successes.",en,Tweet,984,30832,3146,3757,2573866,2024-11-16 12:58:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1857858341629829537',"@basedtweetsonly The whole “story” of removing pronouns after the election is fake.

It happened a long time ago after the SCOTUS Twitter ruling meant I had to add the “personal acct” disclosure.

There weren’t enough chars so I had to swap the end. You can run the timeline to see for yourself.",en,Reply,133,3451,153,271,165809,2024-11-16 13:48:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
