tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1886054701696774300',RT @elonmusk: Interesting. Is this legal?,en,Retweet,1999,68633,16900,6287,30943332,2025-02-02 09:10:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886059518821540278',He should be ousted,en,Tweet,0,59,10,11,1588,2025-02-02 09:30:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885878503142510784',"RT @MilaLovesJoe: BREAKING:

Its been revealed that Senator Lindsey Graham accepted money from GEORGE SOROS.

Could this be the reason he is a “No” On Tulsi Gabbard and RFK?

Trump won S. Carolina by 20 points, but Graham is obligated to vote however Soros commands.

This guy is a TRAITOR. https://t.co/0OCvTxN4tX",en,Retweet,824,24985,13461,1692,388832,2025-02-01 21:30:47,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,photo,"https://pbs.twimg.com/media/Giv8gMNa0AAglxV.jpg,https://pbs.twimg.com/media/Giv8gMQaAAA4DnF.jpg"
'1885927639627547112',"RT @DefiyantlyFree: There was only 4 times the Senate voted no for a President’s cabinet appointments: 

1. Roger Taney 1834
2. Caleb Cushing 1843
3. Henry Stanbery 1868
4. Lewis Strauss 1959

There were people who withdrew before the vote but that is not the case here.

Republican senators who vote no will be making history  in the worst way possible. To vote no on the cabinet appointments of a President who won all 7 swing states, the popular vote, the House and the Senate for the first time in 66 years would be an epic miscalculation. 

Don’t do it GOP.",en,Retweet,666,31568,10233,1057,1001961,2025-02-02 00:46:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885871945813569859',"RT @catturd2: Listening to liberals on X, who can’t even figure out which bathroom to use, suddenly pretending to be tariff experts is hilarious.",en,Retweet,376,59694,7338,1550,883179,2025-02-01 21:04:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886044571463020551',RT @RFKJr_Official: @garyblack00 Trump first term also imposed tariffs but didn't lead to significant inflation. Economic conditions and monetary policies are more influential. Pushing oil prices down would also be deflationary.,en,Retweet,1,20,2,5,1739,2025-02-02 08:30:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886045346477838572',"RT @VivekGRamaswamy: The Biden years were not good for educational performance, despite the fact we spent more than ever on education.",en,Retweet,114,6238,895,520,374565,2025-02-02 08:33:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886019192899481746',RT @catturd2: 100% this.,en,Retweet,97,13093,5274,308,323981,2025-02-02 06:49:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1886044571463020551',@garyblack00 Trump first term also imposed tariffs but didn't lead to significant inflation. Economic conditions and monetary policies are more influential. Pushing oil prices down would also be deflationary.,en,Reply,1,20,2,5,1739,2025-02-02 08:30:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886045261476295052',@garyblack00 And also cutting government spendings,en,Reply,0,2,0,0,177,2025-02-02 08:33:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1886037288871686542',RT @RichardGrenell: Today’s journalists are partisan activists,en,Retweet,13,2824,526,213,114759,2025-02-02 08:01:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885501377696157801',RT @hodgetwins: 2020 was stolen.,de,Retweet,1636,52222,13463,828,868395,2025-01-31 20:32:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885972389629960436',RT @elonmusk: 🤨,art,Retweet,7102,307626,55201,9678,26964602,2025-02-02 03:43:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885885807656915321',RT @RogerJStoneJr: The GREATEST President since Abraham Lincoln. https://t.co/dGrTTPEHzS,en,Retweet,300,44020,5168,2248,469503,2025-02-01 21:59:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GiwDJSPWEAARtHl.jpg
'1885685175247646729',"RT @AnnaRMatson: Tulsi Gabbard stepped down as Vice Chair of the DNC to endorse Bernie Sanders after seeing how rigged the process was against him. 

His vote on her will tell us if he has any shred of integrity left or if he ever had any at all. 

Tulsi spoke out for what was right; it’s time for him to do the same. He should be a firm YES on confirming her.",en,Retweet,705,27859,5023,1544,981121,2025-02-01 08:42:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GitMqw1WUAACoGN.jpg,https://pbs.twimg.com/media/GitMqw2WgAAleTW.jpg"
'1885740103223648412',"RT @realDonaldTrump: This morning I ordered precision Military air strikes on the Senior ISIS Attack Planner and other terrorists he recruited and led in Somalia. These killers, who we found hiding in caves, threatened the United States and our Allies. The strikes destroyed the caves they live in, and killed many terrorists without, in any way, harming civilians. Our Military has targeted this ISIS Attack Planner for years, but Biden and his cronies wouldn’t act quickly enough to get the job done. I did! The message to ISIS and all others who would attack Americans is that “WE WILL FIND YOU, AND WE WILL KILL YOU!”",en,Retweet,23695,676172,91655,36051,76307093,2025-02-01 12:20:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885448167874839007',"RT @newstart_2024: Nicole Shanahan: "" I was wrong to ever trust these people. And many Democrats are opening up to this acceptance that they were wrong, they were misguided, they were lied to, and it's all this bait and switch and that's what the party has been and that's what, and nobody in their right mind can continue to support that.""",en,Retweet,1585,46926,11023,563,1112209,2025-01-31 17:00:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1885447912668205056/pu/vid/avc1/1280x720/Qn_GHyAD6N8h7Ix6.mp4?tag=12
'1885513547175653881',RT @grandoldmemes: https://t.co/08VhWXxi7m,zxx,Retweet,246,15206,2735,156,1007394,2025-01-31 21:20:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GiqwlA4W8AAQWWC.jpg
'1885668544320356400',"RT @GenFlynn: If the results of the final tranche of the JFK files are what we believe, there should be a serious discussion along with a decision about the future of the Central Intelligence Agency. 

This stunning interview of @RogerJStoneJr by @RealAlexJones reveals another level of deep state corruption and the existence of a 4th branch of government. Something we simply cannot have. 

If there were ever a historic moment in U.S. history for massive government reform, now is the time and @realDonaldTrump and @elonmusk are the two who should and must get it done. 

https://t.co/FquZNMaa1X",en,Retweet,292,6792,2106,326,195179,2025-02-01 07:36:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885511510681686210',RT @RogerJStoneJr: Kudos to President Trump and Envoy Rick Grenell #Winning,en,Retweet,10,1757,279,34,45090,2025-01-31 21:12:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Winning,,,
'1885567024795132035',"RT @RichardGrenell: We are home. 🇺🇸

God bless these Americans. https://t.co/L36mNkvEom",en,Retweet,900,128067,18099,4184,2090788,2025-02-01 00:53:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GirhNpNWYAAQqKh.jpg
'1885584603521462429',RT @elonmusk: Awesome,en,Retweet,4474,266311,35903,16449,21539253,2025-02-01 02:02:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885576908420644999',RT @elonmusk: None of this would be possible without President @realDonaldTrump,en,Retweet,1716,153486,18217,4564,32009381,2025-02-01 01:32:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885515760065216829',"RT @tedcruz: I am going to vote for RFK Jr. 

He’s a change agent who has the courage to take on the corruption at HHS and will stop Big Pharma from getting in bed with career bureaucrats to stifle competition and drive up costs.
https://t.co/9rSjOctiHv https://t.co/MEJrmiYRws",en,Retweet,217,49151,4332,2256,564683,2025-01-31 21:29:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://podcasts.apple.com/us/podcast/inside-the-investigation-into-the-tragic-dc-airline/id1495601614?i=1000687433156,video,https://video.twimg.com/ext_tw_video/1885454083646980097/pu/vid/avc1/960x540/GoBzQZ591eZIBdfN.mp4?tag=12
'1885473025476145386',"RT @realDonaldTrump: Photo of beautiful water flow that I just opened in California. Today, 1.6 billion gallons and, in 3 days, it will be 5.2 billion gallons. Everybody should be happy about this long fought Victory! I only wish they listened to me six years ago – There would have been no fire! https://t.co/Oaz92ZeiTh",en,Retweet,13717,542380,74582,26307,63703277,2025-01-31 18:39:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GiqLuRlXMAA_ZUC.jpg
'1885558263195820420',RT @RogerJStoneJr: I told President Trump last night that Tulsi Gabbard will be America's first woman president and indeed she will. https://t.co/NC5oLXXPwQ,en,Retweet,1958,93786,9029,5120,2414469,2025-02-01 00:18:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GirZP1dWUAACBqi.jpg
'1885076148670845437',"RT @CilComLFC: I can’t wait for Kash Patel’s FBI to open an investigation into Adam Schiff and what he did at the Standard Hotel. Anthony Bourdain saw EVERYTHING.

It’s time for Shifty Schiff to FINALLY face Justice for his heinous crimes. https://t.co/vbRmsiLYCO",en,Retweet,7616,62187,19158,1705,3026755,2025-01-30 16:22:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GikivbIXQAEaixi.jpg
'1885404053938520226',RT @catturd2: They permanently banned people on Twitter 1.0 for saying this.,en,Retweet,1811,95907,14266,1020,1748504,2025-01-31 14:05:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885332960947188047',RT @NancyMace: Give @TulsiGabbard a public vote.,en,Retweet,57,35798,4448,980,497856,2025-01-31 09:23:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1885360512227303736',"We refuse to conform to the deep state, the vested interests, and the unelected bureaucratic machine.

We refuse to be their puppet. We will shatter the norm. And we'll act on the will of the people.🇺🇸",en,Tweet,1,115,23,13,3483,2025-01-31 11:12:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885345257971179728',"RT @Snowden: ""Her sin is that she told the truth about the government spying on Americans, and for that she is getting absolutely persecuted.""",en,Retweet,418,16747,3374,348,436657,2025-01-31 10:11:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1885100402904838476',"RT @goddeketal: If the vaccine worked, why did they mandate it?

If the masks worked, why did they lock people down?

If the lockdowns worked, why did they need a vaccine?

If the vaccine was safe, why did they shield manufacturers from liability?

If the pandemic was so deadly, why did they fire healthcare workers who refused the shot?

If the vaccine prevented transmission, why did the vaccinated still have to wear masks?

If natural immunity was ineffective, why did they never test for it before mandating the shot?

None of it added up.",en,Retweet,3959,56079,15493,2107,928675,2025-01-30 17:58:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885162558195126456',RT @CilComLFC: I really wonder why Adam Schiff is so desperate to prevent Kash Patel from being confirmed as the new FBI Director… https://t.co/UsUuKF4njc,en,Retweet,1335,27319,14547,1065,627232,2025-01-30 22:05:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GilxWfbWwAAvlBL.jpg
'1885147910184329633',"RT @Maloney: Hey Republican Senators

You better vote to confirm my friend @TulsiGabbard 

She is EXACTLY what need to get rid of the ROT in the Intelligence community

I want to be very clear about my plans for ANY ""Republican"" Senator who votes no...

I will knock on 1 million doors in your home state and primary your ass out of office

Take it to the bank",en,Retweet,27,4563,863,159,85855,2025-01-30 21:07:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GiljpbDbYAEuXg2.jpg
'1885074618177708115',RT @TheBabylonBee: Democrat Senators Oppose Diversity For One Day Only https://t.co/TtAeVwELhR https://t.co/7Fi6zX4Zuh,en,Retweet,1662,93428,17980,1027,3321719,2025-01-30 16:16:26,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer App</a>",,https://buff.ly/3WA8aCb,photo,https://pbs.twimg.com/media/GikhYAfW4AAIcLI.jpg
'1885060864840966496',"RT @SenJohnKennedy: Sounds to me like we need to get some new conspiracy theories because all the old ones turned out to be true.

Conspiracy theorists are up something like 37-to-nothing. https://t.co/Dfdy5FpHgt",en,Retweet,764,36016,5679,915,571966,2025-01-30 15:21:47,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1885059962574884864/vid/avc1/1280x720/5II44DNn7v0vj-Aa.mp4?tag=14
'1885301363367960961',"If we hadn't spent nearly $8 trillion on the Middle East wars, which have only caused more destabilization and meaningless loss of lives, that money could have been used to revolutionize healthcare, lead in technology, and expand our reach into space exploration. That's how important intelligence and top-level decision-making are.
@TulsiGabbard @realDonaldTrump",en,Tweet,2,113,13,12,1954,2025-01-31 07:17:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885313555844722701',@CleetusOlney Thanks but why? Genuinely curious.,en,Reply,0,1,0,1,176,2025-01-31 08:05:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885297207051497667',"@Snowden You're our hero, Ed.",en,Reply,0,18,1,0,183,2025-01-31 07:00:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885025260971712773',"RT @Snowden: The Senate Intel Committee spent nearly the entirety of its session today furiously demanding that DNI nominee Gabbard condemn me personally, a position now opposed by something like 94% of Americans. 

Courts have been ruling for ten years that NSA broke the law, guys. Move on.",en,Retweet,1267,58117,12140,1744,1683608,2025-01-30 13:00:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1885052540082872387',RT @EndWokeness: Bernie Sanders on how he could afford 3 large homes: I sold lots of books against capitalism https://t.co/TDIgCBtT3F,en,Retweet,3452,60330,9100,9513,2794651,2025-01-30 14:48:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1885052485460447232/vid/avc1/888x498/zMi1Yjq5mN2uA8zf.mp4?tag=16
'1885093328426848473',"RT @GuntherEagleman: Dear @LeaderJohnThune, 

78 million Americans who voted for President Trump and his agenda are watching you. 

We expect you to get all GOP Senators to fall in line and get Trumps picks confirmed expeditiously! 

Don’t fck us. 

Signed, 
Real Americans",en,Retweet,202,46387,13683,2130,597360,2025-01-30 17:30:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885075125097160963',"RT @thevivafrei: What does it feel like to be proven liar before all of America @BernieSanders?

Within a minute, it went from “I did not take a penny from pharma executives” to “it was only $1.5 million out of $200 million”.

Incidentally, you are a liar. You did take money from executives. Here is the evidence,

The Internet is forever, as is your tarnished confirmed big-pharma-whore reputation.",en,Retweet,4189,87882,22767,1758,4365844,2025-01-30 16:18:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1885075040510599168/vid/avc1/1920x1080/agSF1_imcVUpSxug.mp4?tag=16
'1885170526077018523',"RT @cenkuygur: It turns out, last year,  Biden gave a private prison company a multimillion dollar contract to run the migrant jail at Guantanamo. So, does that mean Biden started the concentration camps? Also, Clinton had 45,000 migrants in that same facility. Or did Clinton start the gulags?",en,Retweet,2979,37281,4227,1159,910169,2025-01-30 22:37:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1884943637752004925',"RT @pr0ud_americans: Here's the list of RINOs reportedly against Tulsi Gabbard's nomination for Director of National Intelligence:
Lindsey Graham (SC)
Susan Collins (ME)
Mitch McConnell (KY)
Lisa Murkowski (AK)
John Cornyn (TX)
Mike Rounds (SD)
John Thune (SD)
Thom Tillis (NC)
John Curtis (UT)
It's time for true patriots to stand up for Gabbard and against these establishment figures!",en,Retweet,1003,29059,12670,6010,1370039,2025-01-30 07:35:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GiiqP_wWEAAzyTt.jpg
'1885195075111776363',@DerrickEvans4WV Snowden is a brave hero and should be pardoned.,en,Reply,0,15,3,0,277,2025-01-31 00:15:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885077702970929355',"RT @RealAlexJones: Massive J6 Bombshell: Kash Patel Just Told The World That Democrats Pelosi, Schumer and DC Mayor Bowser All Refused 20K National Guard Troops Mobilized By Trump Days Before The Capitol Riot 

Breaking News and Reports Are Here:
https://t.co/hbtaSvJMVC https://t.co/sNxAOHuKOI",en,Retweet,15929,198725,46793,4232,15567798,2025-01-30 16:28:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://x.com/i/broadcasts/1LyxBgXpaQPKN,video,https://video.twimg.com/ext_tw_video/1885077054615433216/pu/vid/avc1/1280x720/3SuYZCX7GMAT1Gh5.mp4?tag=12
'1885056157581971597',"RT @NicoleShanahan: RFK Jr. and Tulsi’s Senate hearings, Fauci’s preemptive pardon and the long-overdue investigation into his misconduct—my conversation with @RandPaul. https://t.co/1CKe32og4I",en,Retweet,1642,18561,3604,467,522956,2025-01-30 15:03:05,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,video,https://video.twimg.com/amplify_video/1885050185232900096/vid/avc1/1280x720/ug6ebrkDIYh0tNX8.mp4?tag=14
'1885114730278445357',Huge conflict of interest and they're not fit to serve us.,en,Tweet,1,71,17,10,2916,2025-01-30 18:55:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885075948078297497',RT @SidneyPowell1: Big pharma corruption in numbers. @SenateDems,en,Retweet,44,1755,1016,46,43613,2025-01-30 16:21:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1884646676855447885',"RT @WallStreetApes: Welp, no longer a “conspiracy theory”

Robert F. Kennedy Jr confirms US Congress is taking HUGE amounts of money from pharmaceutical companies to specifically approve SKY HIGH prices for drugs that US Taxpayers will pay for

HOW IS THIS NOT RACKETEERING???
https://t.co/FdSBGvvypq",en,Retweet,3868,75408,24142,822,1369126,2025-01-29 11:55:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/ext_tw_video/1884616529121366017/pu/vid/avc1/1280x720/0OhHRO03IhVR2Dfy.mp4?tag=12
'1885021680411541852',"RT @BehizyTweets: WATCH: Tulsi Gabbard just exposed Barack Obama & the CIA for conducting regime change operations in Syria and training & funding terrorists.

No wonder they can't stand her.

""Today we have an Islamist extremist who is now in charge of Syria, who danced on the streets to celebrate the 911 attack, who ruled over Idlib with Islamist extremist governance, and who has already begun to persecute and kill and arrest religious minorities like Christians in Syria. Why that should be acceptable to anyone is beyond me.""

President Trump hit a goldmine by picking Tulsi to lead the intelligence community.",en,Retweet,1402,20811,6702,315,436524,2025-01-30 12:46:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1885021542410563584/pu/vid/avc1/1920x1080/5SOlRlzTmD-9uh6n.mp4?tag=14
'1885112551081681403',Kash only!,en,Tweet,0,40,7,3,1722,2025-01-30 18:47:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885047768147705929',RT @TomFitton: Schiff can't be trusted to serve on committees. https://t.co/N7hZQYphDi,en,Retweet,111,45365,7895,3628,436268,2025-01-30 14:29:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GikI9B7XwAECEx0.jpg
'1885106849675894840',"RT @therealZNO: @SenMcConnell (R) | Call: 202-224-2541
@LindseyGrahamSC (R) | Call: 202-224-5972
@LisaMurkowski (R) | Call: 202-224-6665
@SenatorCollins (R) | Call: 202-224-2523
@SenBillCassidy (R) | Call: 202-224-5824
@Sen ThomTillis (R) | Call: 202-224-6342
@SenatorLankford (R) Call: 202-224-5754
@CoryBooker (D) | Call: 202-224-3224
@JohnFetterman (D) | Call: 202-224-4254
@BernieSanders (D) | Call: 202-224-5141
@SenCortezMasto (D) | Call: 202-224-3542
@ReverendWarnock (D) | Call: 202-224-3643
@Ossoff (D) | Call: 202-224-3521",en,Retweet,73,976,528,72,218141,2025-01-30 18:24:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885047564455784877',WE REFUSE TO BE THEIR PUPPETS.,en,Tweet,1,148,14,18,2778,2025-01-30 14:28:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1885025425044246533',"RT @patriot_savvy: Kash confirms that Nancy Pelosi denied National Guard involvement on January 6th.  God, this is glorious!!!  EXPOSE THEM ALL!!! https://t.co/QLSErfzFry",en,Retweet,747,22328,4691,286,1081052,2025-01-30 13:00:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1885025361752203264/vid/avc1/888x492/Iq1-wVioAqD8Xfso.mp4?tag=16
